path,bytes,sha256
llm_layer_handoff/direct_shap_artifact.npz,1163012,ffb9313e88bec987cbb84fe9e5c58fd58b0f3acf6b71feb0caa7fb0c8c187205
llm_layer_handoff/feature_map.csv,3066,da3951018f5950810edae133311318e89b415c9bdc4303cd5e2b72aa7791c007
llm_layer_handoff/llm_layer_recommendations.md,4442,8f28f2d99da7b67e3979bfe7d4e06852f6da3fcf42577230f4d01317f3ed3c5c
llm_layer_handoff/patient_explanation_index.csv,178815,3775d5db11718d0ec84b6d4f83c119250dda36073d5cea78a0e99e5ed0ddf030
llm_layer_handoff/patient_raw_inputs.csv,162685,5a9e6018d35c489649d1af58dccd3c90311f47cab3254c358b8737197d9e10bc
llm_layer_handoff/raw_input_schema.csv,4168,b0af8ca8285eb1f6695f3d8950146be7e2564b7c5e522ca04d5ee985cc0101cb
llm_layer_handoff/shap_global_summary.csv,13431,7a052070042dca2453a17e7bd2f7ddca9feaa9b2baf5dea1c630d246a8a4667b
llm_layer_handoff/shap_handoff_manifest.json,2061,836de32471c26287240d21961e4190822f11a127d63f975e7e956cfc7a6ef89d
llm_layer_handoff/shap_summary_direct_all_classes.png,122697,69d6fc61134946f2a87f01b65112297b1761fdd10b983b32207192bcd0a1f60e
llm_layer_handoff/shap_summary_direct_no_fall.png,118163,92db130f7b5848f7de3ddddb43d49f28fb78362963c4d8ee4d2413ab505d3665
llm_layer_handoff/shap_summary_direct_rare_fall.png,125906,c6ffde16a64402e90d14160c59568327c1398692c521774e16a6caaaa9b0a12f
llm_layer_handoff/shap_summary_direct_recurrent_fall.png,123176,6a764db380c017b8510f9c1c9bd19ec7a4efaea3f12e3ca81f51b6cb46cec9ae
llm_layer_handoff/shap_summary_stage1.png,122554,8f71929946534acf80f7c0f6009c38a9cbef53c8f4ca273a92745e0f837f99dc
llm_layer_handoff/shap_summary_stage2.png,128038,2d70fa3f7eb1467b886fbd9949cdbf065cbe288c68dd7b042f64086dc869a664
llm_layer_handoff/shap_validation.csv,340,a2a1f03a8dba8344903ac05c467c88301d8fb0f020f266d965ac9099b77a6a8c
llm_layer_handoff/stage_1_shap_artifact.npz,581180,c3670944d55b26bae76a6c317ef1666c7e4a2bc7b54422d5d1f039703a9c8532
llm_layer_handoff/stage_2_shap_artifact.npz,419726,8220043d0f215de0a684fa4f8023ab91e1d3b375333e93e398494860375b8ab6
notebooks/01_data_cleaning.ipynb,93133,651594c7241782dfe99af7b2e3c554c5840fb33ce72b14e7f143c2161545f7dd
notebooks/02_patient_level_aggregation.ipynb,97324,5c51f5cc7cff8093ba88142acdbb3c42a8012536cb25d4db791ab2b4c21beda3
notebooks/03_final_input_and_split_setup.ipynb,67411,367421325704efc5d9b246ad114aed66fd925c0f265dffebd8c3a80f58f9aeb1
notebooks/04_statistical_feature_analysis.ipynb,107325,81b543e36ee532bdb590f014a1fed239e191253efd44c641f5861489ac4ad7f3
notebooks/05_feature_pipeline_screening.ipynb,157620,50b0231bc8a51a6b1b9278db40f3036d80dd8910dc2458c34405fe18b6a76153
notebooks/06_model_family_screening.ipynb,97214,6f4c857f6299ef4574cd977f5d4356c481171ed4f9e3ee410e27102c864ef926
notebooks/07_tuning_and_outer_evaluation.ipynb,215603,b75da72ed5d1cc13ea5633f59f433906c5c9e359618ef2566262931c58784084
notebooks/08_sensitivity_analyses.ipynb,174639,ebde3a14cc60ca69fb76aa2d53c0a2400dea76c63cfd27fe02773cd6fdcfc3ff
notebooks/09_full_cohort_fit.ipynb,182069,62f3519e2262fdfd7fa583077f5c3aacb3894a868778ae28448fc5c030bc32f8
notebooks/10_model_interpretation.ipynb,146192,056fe0ab9e63167eb5a2818ee0108f1a31f8c23345e538125702c1d085a9263f
notebooks/11_final_performance_summary.ipynb,71165,08877dbe9e425d96188688aabc042b7143e925b144976c8607b42c49d8233df3
notebooks/12_shap_and_llm_handoff.ipynb,68949,2fe7128cfcc1e3dbd0ff900a2eda2dd556af98b8cc2073be889b50164f2cfacc
requirements.txt,147,7a6766f6003a864192ffe142a32a2ec0a0f83dd86cb8d3a3564e564c19f00902
results/final_pipeline/02_cleaning/cleaned_visits/demographics_clean.csv,90557,a9ee3282270906bdeaf7cf1a59a2e2acc327ab59b0357c72d599135edb171471
results/final_pipeline/02_cleaning/cleaned_visits/diagnosis_history_clean.csv,92699,fec661d1bc8885419dfff5ba08894689a722409c9958df9bb95b2e3f92e7d8ba
results/final_pipeline/02_cleaning/cleaned_visits/dopamine_therapy_clean.csv,76258,eeccac87e74327069aae1086dccf79c8ee2ebe3adc6829dec033abca9c9d82b1
results/final_pipeline/02_cleaning/cleaned_visits/family_history_clean.csv,71395,23f150430a613ac0e140042c49486e76e05a021b3aa6ade15da84127289db02d
results/final_pipeline/02_cleaning/cleaned_visits/freezing_clean.csv,176186,45b3874dc32f9171a43dfa671721ddec52b2cab677930ccf2bcfa42e9598f20e
results/final_pipeline/02_cleaning/cleaned_visits/gds15_clean.csv,672267,3954c0c8ac5ba940a145601b5c50c421cc799f93bd189bd5b94cf8c2d50dd679
results/final_pipeline/02_cleaning/cleaned_visits/moca_clean.csv,294697,2be682fc62140de3c7cbba60e62c66105f459ce4a006702460a676a347d2d9c0
results/final_pipeline/02_cleaning/cleaned_visits/neuroqol_mobility_clean.csv,224226,e5e85781dc2112353b83b61e546280ca7ab4ad1c9674498546fc35f495aa0d1b
results/final_pipeline/02_cleaning/cleaned_visits/other_clinical_clean.csv,467741,06daf544049f5582257c259f11727a226362d361bae7dd0439df95454e435fa3
results/final_pipeline/02_cleaning/cleaned_visits/scopa_aut_clean.csv,357588,6f5d40a95d10d41d733b26925b97e8b42c2b8c789b9df053d2279a77bf4feb43
results/final_pipeline/02_cleaning/cleaned_visits/updrs_part_i_clean.csv,793715,f0725f8b994146cc7a3b6bbb2c32c08f77ccf1392bd5c9755a38f20cb37ffca8
results/final_pipeline/02_cleaning/cleaned_visits/updrs_part_i_patient_clean.csv,708167,0e9eac05b2ac9fd29658fc114b8437f349b067435e3a8a63b67088b3b28684bf
results/final_pipeline/02_cleaning/cleaned_visits/updrs_part_iii_clean.csv,2416173,2b8a7e2badcc80db6cfb4b51419aa9a090d50269f227f943bd442dccfbc37dd9
results/final_pipeline/02_cleaning/cleaned_visits/updrs_part_iv_clean.csv,532394,de13634c11ede60fe9a2f998aa29b43ed8b975a23b43209a8ea9572d6da56ff2
results/final_pipeline/02_cleaning/cleaned_visits/vital_signs_clean.csv,1101311,4bc2425c4f26e58b31b1996ec3e6199554077b0741d6c79b4d6111ae1324dd46
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/bmi_cleaning_summary.csv,196,8ed22299126d5fc8658e6450b03565cbe9b11e0011093a4657fe2b65d943bdf6
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_table_summary.csv,418,b7078703c37530dbc2142944878ce7b56123f094adaea50c41b462f756aa0d49
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/demographics_clean.csv,90557,a9ee3282270906bdeaf7cf1a59a2e2acc327ab59b0357c72d599135edb171471
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/diagnosis_history_clean.csv,92699,fec661d1bc8885419dfff5ba08894689a722409c9958df9bb95b2e3f92e7d8ba
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/dopamine_therapy_clean.csv,76258,eeccac87e74327069aae1086dccf79c8ee2ebe3adc6829dec033abca9c9d82b1
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/family_history_clean.csv,71395,23f150430a613ac0e140042c49486e76e05a021b3aa6ade15da84127289db02d
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/freezing_clean.csv,176186,45b3874dc32f9171a43dfa671721ddec52b2cab677930ccf2bcfa42e9598f20e
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/gds15_clean.csv,672267,3954c0c8ac5ba940a145601b5c50c421cc799f93bd189bd5b94cf8c2d50dd679
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/moca_clean.csv,294697,2be682fc62140de3c7cbba60e62c66105f459ce4a006702460a676a347d2d9c0
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/neuroqol_mobility_clean.csv,224226,e5e85781dc2112353b83b61e546280ca7ab4ad1c9674498546fc35f495aa0d1b
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/other_clinical_clean.csv,467741,06daf544049f5582257c259f11727a226362d361bae7dd0439df95454e435fa3
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/scopa_aut_clean.csv,357588,6f5d40a95d10d41d733b26925b97e8b42c2b8c789b9df053d2279a77bf4feb43
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/updrs_part_i_clean.csv,793715,f0725f8b994146cc7a3b6bbb2c32c08f77ccf1392bd5c9755a38f20cb37ffca8
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/updrs_part_i_patient_clean.csv,708167,0e9eac05b2ac9fd29658fc114b8437f349b067435e3a8a63b67088b3b28684bf
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/updrs_part_iii_clean.csv,2416173,2b8a7e2badcc80db6cfb4b51419aa9a090d50269f227f943bd442dccfbc37dd9
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/updrs_part_iv_clean.csv,532394,de13634c11ede60fe9a2f998aa29b43ed8b975a23b43209a8ea9572d6da56ff2
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaned_visits/vital_signs_clean.csv,1101311,4bc2425c4f26e58b31b1996ec3e6199554077b0741d6c79b4d6111ae1324dd46
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaning_change_summary.csv,426,16ca14e734c396fa6d62b80fd389b58021b66ea1dd20f11f348b5db5c6d57575
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaning_source_contract.csv,1018,07c6536900623bf36a78e630fac663e56a199f7bead432104961608b2b4f6b17
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaning_temporal_flow.csv,1170,18e72223ab1f67ab38f44e43aee6302120988219d5bc320c7d65961d83e73f56
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/cleaning_validation.csv,3353,f5d01d6c6eda546139bc873def2c206970fe6c44bf67ec46994dc3c437fbe726
results/final_pipeline/06_final_fit_and_performance_summary/01_data_cleaning/verified_output_comparison.csv,2369,8847dcded9792ee5787d0a56510b74e727633a0e2f797cd127fda9954ee08520
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/aggregation_input_summary.csv,418,f456feffcb65df6096a83bbbe29c4f6703ad525c16ae0bf267f702010994dca5
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/aggregation_validation.csv,1181,26e91d4905d35e8b4bd3ec93246629626fed0a6ebaac710735b0a966423450ab
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/cohort_coverage.csv,145,d8ab4fd86895c289bcacef92c01070cd4d28de9710cb253bd7d3d3d7c885a8e5
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/dataset_manifest.csv,313,eaa92d15117ec8a00ca1b0665358f092a513fad1211fbffa6e27721082764ea5
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/outcome_eligible_patient_spine.csv,44246,b286bcf3428e4763743a60bc047eefb7374cfc3a008efaaf2fd1370b4002bf9e
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/primary_1040_26_predictors.csv,158674,930b289c4d4897e00b874aa4d372ea9a1714561b760d074331daca425ee8d991
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/primary_1040_outcome_metadata.csv,35846,e53328e1ac116da1851a4a32a1b20154f9b6f925cc545c68f1d24506809591fa
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/primary_class_counts.csv,78,387eff07e299fbab6c4217423106d84e48a11f14dd2f6a5bd73f322d21f06c4b
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/primary_feature_coverage.csv,603,6df4ba94a64201621aa90cc19b4d43252f8220a02d670237d35f9dd776067c4f
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/same_month_tie_audit.csv,347,a083f69a3d47c4d513d8499339cc7d38992427871d05897f918ce641a97c48cc
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/sensitivity_1040_latest_constipation_predictors.csv,158674,ea4b0da8859c5499b1477315e2a32874c6711098755df7c88db5ddc9062eda06
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/sensitivity_1040_part_iii_101_flags_predictors.csv,171214,d271777d360e6b0fc070a96d235a898136c942b4338bfe3c85fb229e38030ffb
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/sensitivity_1040_part_iii_on_off_predictors.csv,169089,dc00593bd95283179a44a68099f040f38a1489f1a0add71403389635acfc5506
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/sensitivity_1043_26_predictors.csv,158886,4fefd74bd9a7b0170603dd71db43d9bd01a292db85aae68dfa8b8ce1791512d7
results/final_pipeline/06_final_fit_and_performance_summary/02_patient_level_aggregation/sensitivity_1043_outcome_metadata.csv,35951,913d5596f6de27d2a9a066c85b89ea0cb57fd944658f57d40e8d4cb968670e67
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/analysis_configuration.csv,448,c827a0aa2828e0250d8f3657d479f7f34abf2f7cce4bde08c07468120ef70e31
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/inner_class_balance.csv,25676,62bfe08ff6bca1162b584eb6e13fc7e06b755a5dadf372015f343a60f37c403e
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/inner_fold_assignments.csv,195382,d708986d868449cdf4462d854c5f838abd3c48b7f899308d0c62d412578f2589
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/outer_class_balance.csv,3563,35f856d1f71401f938156e15788c7a8539bdbcf2ecf63ed8089c67fe6dd02b56
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/outer_split_assignments.csv,304062,4e05a7ddc576f14c680a8e7e183d3821252b0b5f6b067f8e926371c73278ccbf
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/primary_class_distribution.csv,100,c431c9b55953cd09504ce054ccab1b4bd06fb37ad370558fe2b27b26be1d0f7c
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/primary_feature_manifest.csv,980,f507fead0ba094eb6e3da70b49c4ddb3bf1e4f306caacab5113d24deaed72ccd
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/split_validation.csv,1057,6ec8c87eae1e302406470c418e8e35edf4a67352ec6c63e21cd58494fa9a0f1e
results/final_pipeline/06_final_fit_and_performance_summary/03_setup_and_splits/target_manifest.csv,330,c62f35d13692635e28b05b269016ef3e692ec6d3b5ce87cd3a44d1bf0da0677c
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/feature_statistical_summary.csv,5797,b64431c08b326f51324db9aa6217fd3ed9484296d3885306023f1f6430383495
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/inner_training_feature_tests.csv,568429,a7c382c4c4aaba75e132dd0fd067127777f5e751f3490ee0eaac3f5ec4bfb8d8
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/missingness_inner_training_tests.csv,333858,422b9ee1943e50807bc3f339e3b6429b763fb159f7dd4b3f2d0fc84facc603de
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/missingness_statistical_stability.csv,1929,19ca7bba1f094d4a9b09c5d9fe5eb81faf5e903258e10e739ab8a68dc453b65a
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/nominal_group_counts.csv,554827,528bc73f97dacecec8b2098dcaac95b863c1c00a5ebe78151556ab2f647af34f
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/numeric_group_summaries.csv,684813,42c385e269e0d36f4f60d647de04eecaae3cae9afe90a7fcb9ee524d5558beed
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/statistical_validation.csv,720,6b0e791f4a6beef62002dc6a0ad489a69c0e593712dee11b2b965e5cae5da007
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/statistical_variable_roles.csv,1744,ee65de8132914eca181cb09cc96de7f929fd3f685e7c301c340baf16458528f2
results/final_pipeline/06_final_fit_and_performance_summary/04_statistical_feature_analysis/test_specific_stability.csv,5212,420d25910981b0f391525c97c91fddda35d5434abe0e221d2ccca2aff3402f37
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/engineering_configuration_manifest.csv,1372,8c6e86025f58d0ad929927c095930212f49c85678707ddb9bedd37bf3dbbbf4b
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/engineering_fold_checkpoint.csv,713416,b596b21125e070272cd5a966aa1e94e0afa347f58152305527870ca702fd8db5
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/engineering_inner_fold_results.csv,713416,b596b21125e070272cd5a966aa1e94e0afa347f58152305527870ca702fd8db5
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/engineering_partition_summary.csv,134341,f7b1041ab914efd0a904ed834e121888d8adf6733d48f046631606d959262224
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/excluded_legacy_engineering_branches.csv,983,977f6285f33c7c4258f9bd4f4594eb3e0d9c6a7d462c874c4391131f20a18e03
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/feature_pipeline_screening_validation.csv,1125,8483ad6326c277e88e0f58dfb92d133624119b9b515b0a8609ca8a594e9733ce
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/retained_feature_pipelines.csv,30572,68cf8552ed45f0a09de9d21ff29b4dd7cfea8a331fd03784391c09793de0411c
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/retained_pipeline_frequency.csv,2832,3086fd0bfeddac3693226fab440a42803389ae3faa46335353ce5f80e50367d5
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/run_manifest.json,7045,66c3d4dad8e51470d8b76b0eedb7921cee4590192243014df602ec303c2e3b7f
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/screening_candidate_pool.csv,233777,3da0cd6e5cbd08084251040f3efa38e55f30ffd27464e2bc2edd045ae674b288
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/selector_configuration_manifest.csv,1061,3e10c3a7fee54da1e7dd87f721d50872c78488059f78f1bd27cd9041ab70bca7
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/selector_fold_checkpoint.csv,2370214,39c9d2a39455ddc874b5bb3fa850ff875dc42e7a5636d0dee0d2270ff47c92d4
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/selector_inner_fold_results.csv,2370214,39c9d2a39455ddc874b5bb3fa850ff875dc42e7a5636d0dee0d2270ff47c92d4
results/final_pipeline/06_final_fit_and_performance_summary/05_feature_pipeline_screening/selector_partition_summary.csv,100624,d016039c25daa7bc6e813c8bd00d63ce3cec2dd245d03f60de1182651cbddc5a
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/dummy_benchmark_checkpoint.csv,24480,1dc39aeb393bffcbd49337d37b94b70f384de583ba63cac1d7ce19edeb8e16cf
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/dummy_benchmark_inner_fold_results.csv,24480,1dc39aeb393bffcbd49337d37b94b70f384de583ba63cac1d7ce19edeb8e16cf
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/dummy_benchmark_partition_summary.csv,3755,fc203da742018ba88764cfeb40044ce9d83cf12328ce4d200c15d0691b0ec617
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/family_screen_checkpoint.csv,4048563,4504f2462e61b1834f6802cd5108b88d88598b9fd8b4b5995b2f15729674ccf4
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/family_screen_inner_fold_results.csv,4048563,4504f2462e61b1834f6802cd5108b88d88598b9fd8b4b5995b2f15729674ccf4
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/family_screen_partition_summary.csv,273778,ab3e6a61a93065bd6f464022ca1f758b606842eb111962e016ca6e085f280330
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/model_family_screening_validation.csv,764,213d966ba174c09f1a2746ec1561e5ebc5d9cbe97c4cf9216c9a463afd47e857
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/model_scope_manifest.csv,1346,b15d09826808c416d56ab843ddcfc3259f555160f1b4478db6ea49d272692d2c
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/retained_for_focused_tuning.csv,31227,ba482979ac137c714632c4d94b14c6822366b933fd4ea9d833eb11f6d9025c8c
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/retained_model_family_frequency.csv,487,95ba32f13cbe4a5269c2aeae4d6dd90bba2570c97ce82c55b27f9c69de5ed02e
results/final_pipeline/06_final_fit_and_performance_summary/06_model_family_screening/run_manifest.json,3561,474f0c017e056a54c89cc9caf4a8156fb66d94a6c1cb9f68fe36da82843a0b32
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/completed_outer_seeds.csv,61,05d47c88c48d5b26d2d3eca040ab716bcf23f0fc71c1c6ae3be661cd7fc0f04e
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/component_outer_seed_metrics.csv,5094,d6c2aa694e460482e00aaeba63483a9a3a9b22be48aacb9b69b6efc04f418c94
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/component_prediction_checkpoint.csv,804600,82c1100387026ba781463029dd1cad5bb5b394696b9c46891e193b75eb032540
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/component_predictions.csv,804600,fff79d743328d3903f42d4f20f9ff0cf38c92db2c6868bd9729309cc48436ae8
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/confusion_summary.csv,341,eaa64339e7ea57feddc2911e575b10593c5185c20c24ef4f0a4fd92eff732670
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/focused_tuning_checkpoint.csv,5584300,4bbd7c2f6eaad3109d3710a24df3732fbb88e6d9a3791fa57ce314276be58c9f
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/focused_tuning_inner_fold_results.csv,5584300,4bbd7c2f6eaad3109d3710a24df3732fbb88e6d9a3791fa57ce314276be58c9f
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/focused_tuning_partition_summary.csv,468479,a2f032d15d10b34bf1dbafc7a2ddfe7ddfd380dd1f577736a378692420f85506
results/final_pipeline/06_final_fit_and_performance_summary/07_tuning_and_outer_evaluation/focused_tuning_validation.csv,645,9f2759e5ce4cadc890ce8db6b18d67f116a76042e62092deb4810f58b1ee5d69
